紀錄時間,類別,機組,發電量(MW),備註
2026-01-20 21:26,電池(Battery),電池(註16),813.5,0.000%
2026-01-20 21:26,,小計,3415.5(5.921%),
2026-01-20 21:26,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-20 21:26,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-20 21:26,電池(Battery),電池(註16),-,-
2026-01-21 07:33,,林口#1,800.0,94.975%
2026-01-21 07:33,,林口#2,800.0,0.000%
2026-01-21 07:33,,林口#3,800.0,95.075%
2026-01-21 07:33,,台中#1,550.0,70.600%
2026-01-21 07:33,,台中#2,550.0,72.527%
2026-01-21 07:33,,台中#3,550.0,75.109%
2026-01-21 07:33,,台中#4,550.0,0.000%
2026-01-21 07:33,,台中#5,550.0,77.582%
2026-01-21 07:33,,台中#6,550.0,0.000%
2026-01-21 07:33,,台中#7,550.0,73.964%
2026-01-21 07:33,,台中#8,550.0,73.582%
2026-01-21 07:33,,台中#9,550.0,0.000%
2026-01-21 07:33,,台中#10,550.0,92.873%
2026-01-21 07:33,,興達#1(註15),-,-
2026-01-21 07:33,,興達#2(註15),-,-
2026-01-21 07:33,,興達#3(註15),-,-
2026-01-21 07:33,,興達#4(註12),550.0,0.000%
2026-01-21 07:33,,大林#1,800.0,0.000%
2026-01-21 07:33,,大林#2,800.0,94.738%
2026-01-21 07:33,,小計,10050.0(17.122%),
2026-01-21 07:33,,汽電共生,631.4,-
2026-01-21 07:33,,小計,631.4(1.076%),
2026-01-21 07:33,,和平#1,648.6,92.406%
2026-01-21 07:33,,和平#2,660.0,88.545%
2026-01-21 07:33,,小計,1308.6(2.229%),
2026-01-21 07:33,,大潭CC#1,742.7,0.000%
2026-01-21 07:33,,大潭CC#2,742.7,53.696%
2026-01-21 07:33,,大潭CC#3,724.7,55.513%
2026-01-21 07:33,,大潭CC#4,724.7,78.018%
2026-01-21 07:33,,大潭CC#5,724.7,70.774%
2026-01-21 07:33,,大潭CC#6,724.7,84.159%
2026-01-21 07:33,,大潭CC#7,913.1,69.806%
2026-01-21 07:33,,大潭CC#8,1123.6,0.000%
2026-01-21 07:33,,大潭CC#9,1123.6,100.843%
2026-01-21 07:33,,通霄CC#1,892.6,104.560%
2026-01-21 07:33,,通霄CC#2,892.6,96.079%
2026-01-21 07:33,,通霄CC#3,892.6,105.478%
2026-01-21 07:33,,通霄CC#6,321.2,97.073%
2026-01-21 07:33,,通霄GT#9,180.9,6.967%
2026-01-21 07:33,,台中CC#1(註10),-,-
2026-01-21 07:33,,興達新CC#1,1300.0,0.000%
2026-01-21 07:33,,興達新CC#2(註10),-,-
2026-01-21 07:33,,興達CC#1,445.2,44.498%
2026-01-21 07:33,,興達CC#2,445.2,48.743%
2026-01-21 07:33,,興達CC#3,445.2,0.000%
2026-01-21 07:33,,興達CC#4,445.2,46.991%
2026-01-21 07:33,,興達CC#5,445.2,0.000%
2026-01-21 07:33,,南部CC#1,288.8,38.608%
2026-01-21 07:33,,南部CC#2,288.8,81.371%
2026-01-21 07:33,,南部CC#3,288.8,82.202%
2026-01-21 07:33,,南部CC#4,251.4,98.528%
2026-01-21 07:33,,大林#5,-,-
2026-01-21 07:33,,大林#6,550.0,53.491%
2026-01-21 07:33,,小計,15918.1(27.119%),
2026-01-21 07:33,,海湖#1,450.0,87.911%
2026-01-21 07:33,,新桃#1,630.0,72.032%
2026-01-21 07:33,,國光#1,480.0,89.208%
2026-01-21 07:33,,星彰#1,506.9,0.000%
2026-01-21 07:33,,星元#1,549.1,82.590%
2026-01-21 07:33,,嘉惠#1,700.0,98.429%
2026-01-21 07:33,,嘉惠#2,510.0,98.804%
2026-01-21 07:33,,豐德#1,506.9,97.602%
2026-01-21 07:33,,豐德#2,506.9,86.455%
2026-01-21 07:33,,豐德#3,1100.0,85.327%
2026-01-21 07:33,,小計,5939.7(10.119%),
2026-01-21 07:33,,協和#3,500.0,28.460%
2026-01-21 07:33,,協和#4,500.0,27.800%
2026-01-21 07:33,,澎湖尖山(註4),129.8,24.037%
2026-01-21 07:33,,小計,1129.8(1.925%),
2026-01-21 07:33,,核二Gas1,-,-
2026-01-21 07:33,,核二Gas2,-,-
2026-01-21 07:33,,核三Gas1,-,-
2026-01-21 07:33,,核三Gas2,-,-
2026-01-21 07:33,,台中Gas1&amp;2,140.0,0.000%
2026-01-21 07:33,,台中Gas3&amp;4,140.0,0.000%
2026-01-21 07:33,,金門塔山(註4),113.3,24.627%
2026-01-21 07:33,,馬祖珠山(註4),28.6,28.282%
2026-01-21 07:33,,離島其他(註4),44.2,N/A
2026-01-21 07:33,,小計,466.2(0.794%),
2026-01-21 07:33,,德基#1,78.0,0.000%
2026-01-21 07:33,,德基#2,78.0,0.000%
2026-01-21 07:33,,德基#3,78.0,0.000%
2026-01-21 07:33,,青山#1,92.0,11.087%
2026-01-21 07:33,,青山#2,92.0,11.087%
2026-01-21 07:33,,青山#3,92.0,0.000%
2026-01-21 07:33,,青山#4,92.0,0.000%
2026-01-21 07:33,,谷關#1,54.4,0.000%
2026-01-21 07:33,,谷關#2,54.4,14.141%
2026-01-21 07:33,,谷關#3,54.4,0.000%
2026-01-21 07:33,,谷關#4,54.4,0.000%
2026-01-21 07:33,,天輪#1,22.5,0.000%
2026-01-21 07:33,,天輪#2,22.5,0.000%
2026-01-21 07:33,,天輪#3,22.5,0.000%
2026-01-21 07:33,,天輪#4,22.5,0.000%
2026-01-21 07:33,,天輪#5,105.0,0.000%
2026-01-21 07:33,,馬鞍#1,66.7,9.889%
2026-01-21 07:33,,馬鞍#2,66.7,0.000%
2026-01-21 07:33,,卓蘭#1,40.0,0.000%
2026-01-21 07:33,,卓蘭#2,40.0,0.000%
2026-01-21 07:33,,萬大#1,10.4,0.000%
2026-01-21 07:33,,萬大#2,10.4,67.633%
2026-01-21 07:33,,萬大#3,15.3,0.000%
2026-01-21 07:33,,萬大#4,19.7,0.000%
2026-01-21 07:33,,松林#1&amp;2,20.9,0.000%
2026-01-21 07:33,,大觀一#1,22.0,36.364%
2026-01-21 07:33,,大觀一#2,22.0,0.000%
2026-01-21 07:33,,大觀一#3,22.0,34.091%
2026-01-21 07:33,,大觀一#4,22.0,35.000%
2026-01-21 07:33,,大觀一#5,22.0,36.364%
2026-01-21 07:33,,鉅工#1,21.8,20.690%
2026-01-21 07:33,,鉅工#2,21.8,25.287%
2026-01-21 07:33,,水里#1,12.8,0.002%
2026-01-21 07:33,,立霧#1&amp;#2,32.0,0.000%
2026-01-21 07:33,,龍澗#1,48.6,0.000%
2026-01-21 07:33,,龍澗#2,48.6,0.000%
2026-01-21 07:33,,碧海,61.2,8.824%
2026-01-21 07:33,,烏來&amp;桂山&amp;粗坑,40.5,61.481%
2026-01-21 07:33,,北部小水力(註6),31.1,71.978%
2026-01-21 07:33,,中部小水力(註6),31.3,11.184%
2026-01-21 07:33,,南部小水力(註6),7.2,51.604%
2026-01-21 07:33,,東部小水力(註6),54.6,43.773%
2026-01-21 07:33,,翡翠#1,70.0,21.943%
2026-01-21 07:33,,石門#1,45.0,0.000%
2026-01-21 07:33,,石門#2,45.0,0.000%
2026-01-21 07:33,,曾文#1,50.0,99.600%
2026-01-21 07:33,,義興#1,40.0,0.000%
2026-01-21 07:33,,名間,16.7,0.000%
2026-01-21 07:33,,嘉南西口、烏山頭和八田,22.5,46.737%
2026-01-21 07:33,,卑南,2.0,55.556%
2026-01-21 07:33,,捷祥關山,1.0,0.000%
2026-01-21 07:33,,其它購電小水力,6.1,N/A
2026-01-21 07:33,,小計(註5),2124.4(3.619%),
2026-01-21 07:33,陸域風力台電自有(註13),觀園,30.0,79.920%
2026-01-21 07:33,陸域風力台電自有(註13),台中港,35.0,76.000%
2026-01-21 07:33,陸域風力台電自有(註13),王功,23.0,86.522%
2026-01-21 07:33,陸域風力台電自有(註13),彰工,86.2,64.617%
2026-01-21 07:33,陸域風力台電自有(註13),雲麥,46.0,50.217%
2026-01-21 07:33,陸域風力台電自有(註13),四湖,28.0,82.500%
2026-01-21 07:33,陸域風力台電自有(註13),其它台電自有,84.7,41.893%
2026-01-21 07:33,陸域風力購電(註13),苗栗大鵬,42.0,71.429%
2026-01-21 07:33,陸域風力購電(註13),鹿威彰濱,55.2,72.101%
2026-01-21 07:33,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,81.988%
2026-01-21 07:33,陸域風力購電(註13),中威大安,75.9,97.365%
2026-01-21 07:33,陸域風力購電(註13),創維風,49.2,89.228%
2026-01-21 07:33,陸域風力購電(註13),新源崙背,25.2,76.190%
2026-01-21 07:33,陸域風力購電(註13),彰品風(註10),-,-
2026-01-21 07:33,陸域風力購電(註13),其它購電風力,178.4,49.215%
2026-01-21 07:33,離岸風力台電自有(註13),離岸一期,109.2,89.744%
2026-01-21 07:33,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),海洋竹南,128.0,88.437%
2026-01-21 07:33,離岸風力購電(註13),海能風,376.0,91.383%
2026-01-21 07:33,離岸風力購電(註13),沃一風,605.2,88.933%
2026-01-21 07:33,離岸風力購電(註13),沃二風,294.8,93.565%
2026-01-21 07:33,離岸風力購電(註13),沃四風(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),沃南風(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),芳一風,96.0,92.750%
2026-01-21 07:33,離岸風力購電(註13),芳二風,451.2,77.385%
2026-01-21 07:33,離岸風力購電(註13),允湖(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),允西(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),中能風(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),龍A風(註10),-,-
2026-01-21 07:33,離岸風力購電(註13),龍B風(註10),-,-
2026-01-21 07:33,,小計,2867.5(4.885%),
2026-01-21 07:33,太陽能台電自有(註13),彰濱光,100.0,43.120%
2026-01-21 07:33,太陽能台電自有(註13),南鹽光,150.0,35.017%
2026-01-21 07:33,太陽能台電自有(註13),其它台電自有,24.3,11.292%
2026-01-21 07:33,太陽能購電(註13),崙尾光,-,-
2026-01-21 07:33,太陽能購電(註13),天衝光,-,-
2026-01-21 07:33,太陽能購電(註13),天篷光,80.0,31.858%
2026-01-21 07:33,太陽能購電(註13),寶興光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),聯華光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),向陽光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),星崴光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),碩力光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),天英光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),志光光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),永堯光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),昱昶光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),星崙光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),新和光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),生利光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),廷和光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),星股光(註10),-,-
2026-01-21 07:33,太陽能購電(註13),其它購電太陽能,14424.3,22.112%
2026-01-21 07:33,,小計,14778.6(25.177%),
2026-01-21 07:33,,台電自有地熱,0.8,0.000%
2026-01-21 07:33,,購電地熱,6.4,49.620%
2026-01-21 07:33,,生質能(Biofuel),60.7,57.534%
2026-01-21 07:33,,小計,67.9(0.116%),
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#1,250.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#2,250.0,55.960%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#3,250.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#3,267.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#6,267.0,0.000%
2026-01-21 07:33,電池(Battery),電池(註16),813.5,0.000%
2026-01-21 07:33,,小計,3415.5(5.819%),
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#3,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),大觀二#4,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#1,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#2,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#3,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#4,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#5,-,-
2026-01-21 07:33,抽蓄水力(Pumped Hydro),明潭#6,-,-
2026-01-21 07:33,電池(Battery),電池(註16),-,-
2026-01-21 08:37,,林口#1,800.0,95.088%
2026-01-21 08:37,,林口#2,800.0,0.000%
2026-01-21 08:37,,林口#3,800.0,94.363%
2026-01-21 08:37,,台中#1,550.0,77.727%
2026-01-21 08:37,,台中#2,550.0,77.491%
2026-01-21 08:37,,台中#3,550.0,77.327%
2026-01-21 08:37,,台中#4,550.0,0.000%
2026-01-21 08:37,,台中#5,550.0,79.545%
2026-01-21 08:37,,台中#6,550.0,0.000%
2026-01-21 08:37,,台中#7,550.0,78.091%
2026-01-21 08:37,,台中#8,550.0,80.582%
2026-01-21 08:37,,台中#9,550.0,0.000%
2026-01-21 08:37,,台中#10,550.0,94.036%
2026-01-21 08:37,,興達#1(註15),-,-
2026-01-21 08:37,,興達#2(註15),-,-
2026-01-21 08:37,,興達#3(註15),-,-
2026-01-21 08:37,,興達#4(註12),550.0,0.000%
2026-01-21 08:37,,大林#1,800.0,0.000%
2026-01-21 08:37,,大林#2,800.0,94.925%
2026-01-21 08:37,,小計,10050.0(17.122%),
2026-01-21 08:37,,汽電共生,631.4,-
2026-01-21 08:37,,小計,631.4(1.076%),
2026-01-21 08:37,,和平#1,648.6,92.468%
2026-01-21 08:37,,和平#2,660.0,88.909%
2026-01-21 08:37,,小計,1308.6(2.229%),
2026-01-21 08:37,,大潭CC#1,742.7,0.000%
2026-01-21 08:37,,大潭CC#2,742.7,57.735%
2026-01-21 08:37,,大潭CC#3,724.7,90.796%
2026-01-21 08:37,,大潭CC#4,724.7,81.109%
2026-01-21 08:37,,大潭CC#5,724.7,83.027%
2026-01-21 08:37,,大潭CC#6,724.7,88.671%
2026-01-21 08:37,,大潭CC#7,913.1,79.071%
2026-01-21 08:37,,大潭CC#8,1123.6,0.000%
2026-01-21 08:37,,大潭CC#9,1123.6,100.878%
2026-01-21 08:37,,通霄CC#1,892.6,105.165%
2026-01-21 08:37,,通霄CC#2,892.6,96.381%
2026-01-21 08:37,,通霄CC#3,892.6,105.803%
2026-01-21 08:37,,通霄CC#6,321.2,97.291%
2026-01-21 08:37,,通霄GT#9,180.9,13.008%
2026-01-21 08:37,,台中CC#1(註10),-,-
2026-01-21 08:37,,興達新CC#1,1300.0,0.000%
2026-01-21 08:37,,興達新CC#2(註10),-,-
2026-01-21 08:37,,興達CC#1,445.2,44.520%
2026-01-21 08:37,,興達CC#2,445.2,48.159%
2026-01-21 08:37,,興達CC#3,445.2,0.000%
2026-01-21 08:37,,興達CC#4,445.2,46.991%
2026-01-21 08:37,,興達CC#5,445.2,0.000%
2026-01-21 08:37,,南部CC#1,288.8,50.069%
2026-01-21 08:37,,南部CC#2,288.8,104.328%
2026-01-21 08:37,,南部CC#3,288.8,104.986%
2026-01-21 08:37,,南部CC#4,251.4,98.687%
2026-01-21 08:37,,大林#5,-,-
2026-01-21 08:37,,大林#6,550.0,71.545%
2026-01-21 08:37,,小計,15918.1(27.119%),
2026-01-21 08:37,,海湖#1,450.0,87.711%
2026-01-21 08:37,,新桃#1,630.0,71.778%
2026-01-21 08:37,,國光#1,480.0,89.521%
2026-01-21 08:37,,星彰#1,506.9,97.405%
2026-01-21 08:37,,星元#1,549.1,82.371%
2026-01-21 08:37,,嘉惠#1,700.0,98.429%
2026-01-21 08:37,,嘉惠#2,510.0,98.706%
2026-01-21 08:37,,豐德#1,506.9,96.872%
2026-01-21 08:37,,豐德#2,506.9,87.737%
2026-01-21 08:37,,豐德#3,1100.0,98.773%
2026-01-21 08:37,,小計,5939.7(10.119%),
2026-01-21 08:37,,協和#3,500.0,28.460%
2026-01-21 08:37,,協和#4,500.0,28.120%
2026-01-21 08:37,,澎湖尖山(註4),129.8,24.499%
2026-01-21 08:37,,小計,1129.8(1.925%),
2026-01-21 08:37,,核二Gas1,-,-
2026-01-21 08:37,,核二Gas2,-,-
2026-01-21 08:37,,核三Gas1,-,-
2026-01-21 08:37,,核三Gas2,-,-
2026-01-21 08:37,,台中Gas1&amp;2,140.0,0.000%
2026-01-21 08:37,,台中Gas3&amp;4,140.0,0.000%
2026-01-21 08:37,,金門塔山(註4),113.3,26.215%
2026-01-21 08:37,,馬祖珠山(註4),28.6,28.980%
2026-01-21 08:37,,離島其他(註4),44.2,N/A
2026-01-21 08:37,,小計,466.2(0.794%),
2026-01-21 08:37,,德基#1,78.0,62.308%
2026-01-21 08:37,,德基#2,78.0,0.000%
2026-01-21 08:37,,德基#3,78.0,0.000%
2026-01-21 08:37,,青山#1,92.0,10.978%
2026-01-21 08:37,,青山#2,92.0,10.543%
2026-01-21 08:37,,青山#3,92.0,0.000%
2026-01-21 08:37,,青山#4,92.0,0.000%
2026-01-21 08:37,,谷關#1,54.4,0.000%
2026-01-21 08:37,,谷關#2,54.4,14.141%
2026-01-21 08:37,,谷關#3,54.4,0.000%
2026-01-21 08:37,,谷關#4,54.4,0.000%
2026-01-21 08:37,,天輪#1,22.5,0.000%
2026-01-21 08:37,,天輪#2,22.5,0.000%
2026-01-21 08:37,,天輪#3,22.5,0.000%
2026-01-21 08:37,,天輪#4,22.5,0.000%
2026-01-21 08:37,,天輪#5,105.0,0.000%
2026-01-21 08:37,,馬鞍#1,66.7,11.238%
2026-01-21 08:37,,馬鞍#2,66.7,0.000%
2026-01-21 08:37,,卓蘭#1,40.0,0.000%
2026-01-21 08:37,,卓蘭#2,40.0,44.000%
2026-01-21 08:37,,萬大#1,10.4,0.000%
2026-01-21 08:37,,萬大#2,10.4,67.633%
2026-01-21 08:37,,萬大#3,15.3,0.000%
2026-01-21 08:37,,萬大#4,19.7,0.000%
2026-01-21 08:37,,松林#1&amp;2,20.9,0.000%
2026-01-21 08:37,,大觀一#1,22.0,53.636%
2026-01-21 08:37,,大觀一#2,22.0,0.000%
2026-01-21 08:37,,大觀一#3,22.0,50.000%
2026-01-21 08:37,,大觀一#4,22.0,54.091%
2026-01-21 08:37,,大觀一#5,22.0,54.545%
2026-01-21 08:37,,鉅工#1,21.8,20.690%
2026-01-21 08:37,,鉅工#2,21.8,39.080%
2026-01-21 08:37,,水里#1,12.8,0.002%
2026-01-21 08:37,,立霧#1&amp;#2,32.0,0.000%
2026-01-21 08:37,,龍澗#1,48.6,0.000%
2026-01-21 08:37,,龍澗#2,48.6,0.000%
2026-01-21 08:37,,碧海,61.2,8.987%
2026-01-21 08:37,,烏來&amp;桂山&amp;粗坑,40.5,62.469%
2026-01-21 08:37,,北部小水力(註6),31.1,71.978%
2026-01-21 08:37,,中部小水力(註6),31.3,11.184%
2026-01-21 08:37,,南部小水力(註6),7.2,51.604%
2026-01-21 08:37,,東部小水力(註6),54.6,44.505%
2026-01-21 08:37,,翡翠#1,70.0,108.286%
2026-01-21 08:37,,石門#1,45.0,0.000%
2026-01-21 08:37,,石門#2,45.0,99.778%
2026-01-21 08:37,,曾文#1,50.0,99.200%
2026-01-21 08:37,,義興#1,40.0,0.000%
2026-01-21 08:37,,名間,16.7,0.000%
2026-01-21 08:37,,嘉南西口、烏山頭和八田,22.5,33.384%
2026-01-21 08:37,,卑南,2.0,55.556%
2026-01-21 08:37,,捷祥關山,1.0,0.000%
2026-01-21 08:37,,其它購電小水力,6.1,N/A
2026-01-21 08:37,,小計(註5),2124.4(3.619%),
2026-01-21 08:37,陸域風力台電自有(註13),觀園,30.0,80.000%
2026-01-21 08:37,陸域風力台電自有(註13),台中港,35.0,83.700%
2026-01-21 08:37,陸域風力台電自有(註13),王功,23.0,99.565%
2026-01-21 08:37,陸域風力台電自有(註13),彰工,86.2,62.065%
2026-01-21 08:37,陸域風力台電自有(註13),雲麥,46.0,54.348%
2026-01-21 08:37,陸域風力台電自有(註13),四湖,28.0,87.857%
2026-01-21 08:37,陸域風力台電自有(註13),其它台電自有,84.7,62.662%
2026-01-21 08:37,陸域風力購電(註13),苗栗大鵬,42.0,78.571%
2026-01-21 08:37,陸域風力購電(註13),鹿威彰濱,55.2,78.080%
2026-01-21 08:37,陸域風力購電(註13),觀威觀音&amp;桃威新屋,48.3,85.507%
2026-01-21 08:37,陸域風力購電(註13),中威大安,75.9,120.422%
2026-01-21 08:37,陸域風力購電(註13),創維風,49.2,92.480%
2026-01-21 08:37,陸域風力購電(註13),新源崙背,25.2,86.508%
2026-01-21 08:37,陸域風力購電(註13),彰品風(註10),-,-
2026-01-21 08:37,陸域風力購電(註13),其它購電風力,178.4,49.720%
2026-01-21 08:37,離岸風力台電自有(註13),離岸一期,109.2,85.641%
2026-01-21 08:37,離岸風力台電自有(註13),離岸二期(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),海洋竹南,128.0,88.906%
2026-01-21 08:37,離岸風力購電(註13),海能風,376.0,91.755%
2026-01-21 08:37,離岸風力購電(註13),沃一風,605.2,88.834%
2026-01-21 08:37,離岸風力購電(註13),沃二風,294.8,93.362%
2026-01-21 08:37,離岸風力購電(註13),沃四風(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),沃南風(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),芳一風,96.0,92.750%
2026-01-21 08:37,離岸風力購電(註13),芳二風,451.2,77.385%
2026-01-21 08:37,離岸風力購電(註13),允湖(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),允西(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),中能風(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),龍A風(註10),-,-
2026-01-21 08:37,離岸風力購電(註13),龍B風(註10),-,-
2026-01-21 08:37,,小計,2867.5(4.885%),
2026-01-21 08:37,太陽能台電自有(註13),彰濱光,100.0,26.740%
2026-01-21 08:37,太陽能台電自有(註13),南鹽光,150.0,15.845%
2026-01-21 08:37,太陽能台電自有(註13),其它台電自有,24.3,5.189%
2026-01-21 08:37,太陽能購電(註13),崙尾光,-,-
2026-01-21 08:37,太陽能購電(註13),天衝光,-,-
2026-01-21 08:37,太陽能購電(註13),天篷光,80.0,13.653%
2026-01-21 08:37,太陽能購電(註13),寶興光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),聯華光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),向陽光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),星崴光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),碩力光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),天英光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),志光光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),永堯光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),昱昶光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),星崙光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),新和光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),生利光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),廷和光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),星股光(註10),-,-
2026-01-21 08:37,太陽能購電(註13),其它購電太陽能,14424.3,11.990%
2026-01-21 08:37,,小計,14778.6(25.177%),
2026-01-21 08:37,,台電自有地熱,0.8,0.000%
2026-01-21 08:37,,購電地熱,6.4,48.069%
2026-01-21 08:37,,生質能(Biofuel),60.7,63.963%
2026-01-21 08:37,,小計,67.9(0.116%),
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#1,250.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#2,250.0,59.080%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#3,250.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#4,250.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#1,267.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#2,267.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#3,267.0,65.393%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#4,267.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#5,267.0,0.000%
2026-01-21 08:37,抽蓄水力(Pumped Hydro),明潭#6,267.0,56.067%
2026-01-21 08:37,電池(Battery),電池(註16),813.5,19.115%
2026-01-21 08:37,,小計,3415.5(5.819%),
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#1,-,-
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#2,-,-
2026-01-21 08:37,抽蓄水力(Pumped Hydro),大觀二#3,-,-
